FIPS,year,deaths,population,crude_rate,was_suppressed,yoy_pct_change,spike,svi_unemp_rate,svi_no_hs_diploma,svi_uninsured,svi_age65_plus,svi_age17_under,svi_disabled,svi_single_parent,svi_minority,svi_limited_english,svi_multi_unit,svi_mobile_homes,svi_crowded_housing,svi_no_vehicle,svi_group_quarters,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,svi_poverty_rate,svi_housing_burden,acs_poverty_rate,acs_unemp_rate,acs_median_income,violence_level
51043,2023,5.0,15466.0,32.32897969740075,1,-1.2931591878960371,0,3.0,8.3,8.7,21.0,19.5,12.7,3.3,14.7,1.1,3.0,0.3,0.7,3.5,1.4,0.2094,0.1362,0.4478,0.0296,0.0859,11.0,23.4,6.854593388764957,3.483233688588511,114185.0,high
51045,2020,5.0,5077.0,98.48335631278312,1,-0.2560567264132461,0,1.7,8.5,5.2,21.9,17.7,16.5,3.8,1.8,0.0,2.0,18.4,0.7,6.7,0.1,0.0356,0.0621,0.0038,0.2091,0.0299,15.2,12.3,11.891679748822606,1.744186046511628,57792.0,high
51045,2021,5.0,4865.0,102.77492291880782,1,4.357656731757468,0,1.7,8.5,5.2,21.9,17.7,16.5,3.8,1.8,0.0,2.0,18.4,0.7,6.7,0.1,0.0356,0.0621,0.0038,0.2091,0.0299,15.2,12.3,14.219991635299037,1.3565891472868217,60283.0,high
51047,2019,5.0,52605.0,9.5047999239616,1,-1.4181161486550664,0,5.3,14.8,9.4,15.0,25.2,11.3,8.6,29.3,2.8,5.1,3.0,3.4,5.0,2.7,0.3296,0.3085,0.816,0.5718,0.4882,8.2,22.4,7.791496867587129,5.143055716436928,77935.0,low
51047,2020,5.0,53569.0,9.33375646362635,1,-1.7995482461871648,0,4.0,12.9,9.6,15.8,24.4,13.3,5.0,31.0,3.1,5.8,3.1,2.8,3.2,2.8,0.3947,0.542,0.6951,0.4338,0.4764,14.2,23.3,7.806965174129353,4.007369875633349,80663.0,low
51047,2021,5.0,53596.0,9.329054407045302,1,-0.0503768937980445,0,4.0,12.9,9.6,15.8,24.4,13.3,5.0,31.0,3.1,5.8,3.1,2.8,3.2,2.8,0.3947,0.542,0.6951,0.4338,0.4764,14.2,23.3,7.213485823207052,4.162929745889387,85274.0,low
51047,2022,11.0,54381.0,20.227653040584027,0,116.82425847262832,1,4.0,12.9,9.6,15.8,24.4,13.3,5.0,31.0,3.1,5.8,3.1,2.8,3.2,2.8,0.3947,0.542,0.6951,0.4338,0.4764,14.2,23.3,7.332278048113189,3.8971684053651265,92359.0,low
51047,2023,12.0,54973.0,21.82889782256744,0,7.916117499003642,0,4.0,12.9,9.6,15.8,24.4,13.3,5.0,31.0,3.1,5.8,3.1,2.8,3.2,2.8,0.3947,0.542,0.6951,0.4338,0.4764,14.2,23.3,8.153074995180258,2.8916929547844377,96098.0,high
51049,2019,5.0,9932.0,50.342327829238826,1,-1.2384212645992554,0,7.0,19.0,13.8,21.2,20.2,17.8,8.6,36.7,0.2,0.2,18.8,1.1,8.7,0.4,0.7745,0.7147,0.46,0.2034,0.5831,19.4,22.4,17.827469484049647,4.6520719311962475,47469.0,high
51049,2020,5.0,9933.0,50.33725963958522,1,-0.0100674519279234,0,2.3,14.2,11.7,22.3,19.7,15.7,7.1,36.6,0.3,1.2,20.5,0.2,6.6,0.4,0.4131,0.5223,0.7543,0.1579,0.3845,17.3,23.0,10.507650217853886,2.2770398481973433,50565.0,high
51049,2021,5.0,9681.0,51.64755707055056,1,2.6030368763557483,0,2.3,14.2,11.7,22.3,19.7,15.7,7.1,36.6,0.3,1.2,20.5,0.2,6.6,0.4,0.4131,0.5223,0.7543,0.1579,0.3845,17.3,23.0,7.1258661702347705,2.7302441838108056,57568.0,high
51049,2022,5.0,9746.0,51.303098707161915,1,-0.6669402831930977,0,2.3,14.2,11.7,22.3,19.7,15.7,7.1,36.6,0.3,1.2,20.5,0.2,6.6,0.4,0.4131,0.5223,0.7543,0.1579,0.3845,17.3,23.0,7.945516458569807,3.189457601222307,56497.0,high
51049,2023,5.0,9878.0,50.61753391374772,1,-1.3363028953229472,0,2.3,14.2,11.7,22.3,19.7,15.7,7.1,36.6,0.3,1.2,20.5,0.2,6.6,0.4,0.4131,0.5223,0.7543,0.1579,0.3845,17.3,23.0,7.685194698448577,2.899980272243046,57057.0,high
51051,2019,5.0,14318.0,34.92107836289985,1,1.4317642128788872,0,5.6,24.5,9.6,20.7,19.8,25.6,7.1,2.3,0.0,3.0,31.8,0.6,10.9,3.0,0.8325,0.6762,0.0064,0.816,0.6806,24.3,22.4,25.679652466367713,4.8743169398907105,29932.0,high
